# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# Sun Jan 21 03:16:11 2018
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Summary
1,FS,277,0:09.693.219,12.583 us,8 B,,02,00,   SETUP txn,A1 01 00 01 03 00 40 00
2,FS,278,0:09.693.219,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,279,0:09.693.223,7.416 us,11 B,,02,00,      DATA0 packet,C3 A1 01 00 01 03 00 40 00 68 C4
2,FS,280,0:09.693.231,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,281,0:09.693.244,81.000 us,64 B,,02,00,   IN txn   [3 POLL],00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
2,FS,282,0:09.693.244,26.500 us,,,02,00,      [3 IN-NAK],
2,FS,283,0:09.693.275,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,284,0:09.693.278,44.850 us,67 B,,02,00,      DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00…
2,FS,285,0:09.693.324,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,286,0:09.693.332,7.333 us,0 B,,02,00,   OUT txn,
2,FS,287,0:09.693.332,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,288,0:09.693.335,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,289,0:09.693.339,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,290,0:09.694.044,2.083 us,,,,,[1 SOF],[Frame: 516] 
0,FS,291,0:09.694.133,86.083 us,1 B,,02,00,Get Feature Report,
1,FS,292,0:09.694.133,12.583 us,8 B,,02,00,   SETUP txn,A1 01 00 03 03 00 01 00
2,FS,293,0:09.694.133,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,294,0:09.694.137,7.416 us,11 B,,02,00,      DATA0 packet,C3 A1 01 00 03 03 00 01 00 21 54
2,FS,295,0:09.694.145,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,296,0:09.694.158,47.250 us,1 B,,02,00,   IN txn   [4 POLL],00
2,FS,297,0:09.694.158,34.833 us,,,02,00,      [4 IN-NAK],
2,FS,298,0:09.694.197,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,299,0:09.694.201,2.850 us,4 B,,02,00,      DATA1 packet,4B 00 40 BF
2,FS,300,0:09.694.205,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,301,0:09.694.212,7.333 us,0 B,,02,00,   OUT txn,
2,FS,302,0:09.694.212,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,303,0:09.694.215,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,304,0:09.694.219,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,305,0:09.695.044,2.083 us,,,,,[1 SOF],[Frame: 517] 
0,FS,306,0:09.695.732,99.750 us,34 B,,02,00,Get String Descriptor,Index=4 Length=255
1,FS,307,0:09.695.732,12.666 us,8 B,,02,00,   SETUP txn,80 06 04 03 09 04 FF 00
2,FS,308,0:09.695.732,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,309,0:09.695.735,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 04 03 09 04 FF 00 97 BD
2,FS,310,0:09.695.744,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,311,0:09.695.757,61.000 us,34 B,,02,00,   IN txn   [3 POLL],22 03 6D 00 62 00 65 00 64 00 20 00 53 00 65 00 72 00 69 00 61 00 6C 00…
2,FS,312,0:09.695.757,26.416 us,,,02,00,      [3 IN-NAK],
2,FS,313,0:09.695.788,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,314,0:09.695.791,24.850 us,37 B,,02,00,      DATA1 packet,4B 22 03 6D 00 62 00 65 00 64 00 20 00 53 00 65 00 72 00 69 00 61 00 6C…
2,FS,315,0:09.695.817,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,316,0:09.695.825,7.250 us,0 B,,02,00,   OUT txn,
2,FS,317,0:09.695.825,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,318,0:09.695.828,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,319,0:09.695.831,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,320,0:09.696.044,6.002.750 ms,,,,,[7 SOF],[Frames: 518 - 524] 
0,FS,321,0:09.702.050,142.750 us,7 B,,02,00,Set Line Coding,9600bps 8N1
1,FS,322,0:09.702.050,12.583 us,8 B,,02,00,   SETUP txn,21 20 00 00 01 00 07 00
2,FS,323,0:09.702.050,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,324,0:09.702.053,7.416 us,11 B,,02,00,      DATA0 packet,C3 21 20 00 00 01 00 07 00 5E 2E
2,FS,325,0:09.702.062,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,326,0:09.702.076,53.916 us,7 B,,02,00,   OUT txn   [2 POLL],80 25 00 00 00 00 08
2,FS,327,0:09.702.076,34.750 us,,,02,00,      [2 OUT-DATA-NAK],
3,FS,328,0:09.702.076,12.000 us,7 B,,02,00,         OUT-DATA-NAK,80 25 00 00 00 00 08
4,FS,329,0:09.702.076,2.083 us,3 B,,02,00,            OUT packet,E1 02 A8
4,FS,330,0:09.702.079,6.750 us,10 B,,02,00,            DATA1 packet,4B 80 25 00 00 00 00 08 63 C4
4,FS,331,0:09.702.087,750 ns,1 B,,02,00,            NAK packet,5A
3,FS,332,0:09.702.098,12.000 us,7 B,,02,00,         OUT-DATA-NAK,80 25 00 00 00 00 08
4,FS,333,0:09.702.098,2.083 us,3 B,,02,00,            OUT packet,E1 02 A8
4,FS,334,0:09.702.102,6.750 us,10 B,,02,00,            DATA1 packet,4B 80 25 00 00 00 00 08 63 C4
4,FS,335,0:09.702.110,750 ns,1 B,,02,00,            NAK packet,5A
2,FS,336,0:09.702.117,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,337,0:09.702.121,6.750 us,10 B,,02,00,      DATA1 packet,4B 80 25 00 00 00 00 08 63 C4
2,FS,338,0:09.702.129,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,339,0:09.702.138,54.583 us,0 B,,02,00,   IN txn   [5 POLL],
2,FS,340,0:09.702.138,43.000 us,,,02,00,      [5 IN-NAK],
2,FS,341,0:09.702.185,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,342,0:09.702.189,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,343,0:09.702.192,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,344,0:09.703.045,2.083 us,,,,,[1 SOF],[Frame: 525] 
0,FS,345,0:09.703.564,116.416 us,34 B,,02,00,Get String Descriptor,Index=5 Length=255
1,FS,346,0:09.703.564,12.750 us,8 B,,02,00,   SETUP txn,80 06 05 03 09 04 FF 00
2,FS,347,0:09.703.564,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,348,0:09.703.567,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 05 03 09 04 FF 00 96 6C
2,FS,349,0:09.703.576,833 ns,1 B,,02,00,      ACK packet,D2
1,FS,350,0:09.703.588,77.583 us,34 B,,02,00,   IN txn   [5 POLL],22 03 6D 00 62 00 65 00 64 00 20 00 53 00 65 00 72 00 69 00 61 00 6C 00…
2,FS,351,0:09.703.588,43.166 us,,,02,00,      [5 IN-NAK],
2,FS,352,0:09.703.636,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,353,0:09.703.639,24.850 us,37 B,,02,00,      DATA1 packet,4B 22 03 6D 00 62 00 65 00 64 00 20 00 53 00 65 00 72 00 69 00 61 00 6C…
2,FS,354,0:09.703.665,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,355,0:09.703.673,7.333 us,0 B,,02,00,   OUT txn,
2,FS,356,0:09.703.673,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,357,0:09.703.676,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,358,0:09.703.680,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,359,0:09.704.045,1.002.250 ms,,,,,[2 SOF],[Frames: 526 - 527] 
0,FS,360,0:09.705.819,88.583 us,4 B,,02,00,Get String Descriptor,Index=0 Length=254
1,FS,361,0:09.705.819,12.750 us,8 B,,02,00,   SETUP txn,80 06 00 03 00 00 FE 00
2,FS,362,0:09.705.819,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,363,0:09.705.822,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 00 03 00 00 FE 00 D5 F4
2,FS,364,0:09.705.831,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,365,0:09.705.844,49.250 us,4 B,,02,00,   IN txn   [4 POLL],04 03 09 04
2,FS,366,0:09.705.844,34.833 us,,,02,00,      [4 IN-NAK],
2,FS,367,0:09.705.883,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,368,0:09.705.886,4.750 us,7 B,,02,00,      DATA1 packet,4B 04 03 09 04 09 78
2,FS,369,0:09.705.892,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,370,0:09.705.900,7.333 us,0 B,,02,00,   OUT txn,
2,FS,371,0:09.705.900,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,372,0:09.705.904,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,373,0:09.705.907,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,374,0:09.706.045,2.083 us,,,,,[1 SOF],[Frame: 528] 
0,FS,375,0:09.706.563,90.833 us,8 B,,02,00,Get String Descriptor,Index=1 Length=254
1,FS,376,0:09.706.563,12.750 us,8 B,,02,00,   SETUP txn,80 06 01 03 09 04 FE 00
2,FS,377,0:09.706.563,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,378,0:09.706.566,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 01 03 09 04 FE 00 96 78
2,FS,379,0:09.706.575,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,380,0:09.706.587,51.833 us,8 B,,02,00,   IN txn   [4 POLL],08 03 41 00 52 00 4D 00
2,FS,381,0:09.706.587,34.833 us,,,02,00,      [4 IN-NAK],
2,FS,382,0:09.706.626,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,383,0:09.706.630,7.416 us,11 B,,02,00,      DATA1 packet,4B 08 03 41 00 52 00 4D 00 A7 AB
2,FS,384,0:09.706.638,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,385,0:09.706.646,7.333 us,0 B,,02,00,   OUT txn,
2,FS,386,0:09.706.646,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,387,0:09.706.649,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,388,0:09.706.653,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,389,0:09.707.045,2.083 us,,,,,[1 SOF],[Frame: 529] 
0,FS,390,0:09.707.221,79.416 us,4 B,,02,00,Get String Descriptor,Index=0 Length=254
1,FS,391,0:09.707.221,12.750 us,8 B,,02,00,   SETUP txn,80 06 00 03 00 00 FE 00
2,FS,392,0:09.707.221,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,393,0:09.707.224,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 00 03 00 00 FE 00 D5 F4
2,FS,394,0:09.707.233,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,395,0:09.707.246,40.583 us,4 B,,02,00,   IN txn   [3 POLL],04 03 09 04
2,FS,396,0:09.707.246,26.250 us,,,02,00,      [3 IN-NAK],
2,FS,397,0:09.707.276,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,398,0:09.707.279,4.750 us,7 B,,02,00,      DATA1 packet,4B 04 03 09 04 09 78
2,FS,399,0:09.707.285,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,400,0:09.707.293,7.333 us,0 B,,02,00,   OUT txn,
2,FS,401,0:09.707.293,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,402,0:09.707.296,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,403,0:09.707.300,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,404,0:09.708.045,2.083 us,,,,,[1 SOF],[Frame: 530] 
0,FS,405,0:09.708.135,118.583 us,36 B,,02,00,Get String Descriptor,Index=2 Length=254
1,FS,406,0:09.708.135,12.750 us,8 B,,02,00,   SETUP txn,80 06 02 03 09 04 FE 00
2,FS,407,0:09.708.135,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,408,0:09.708.138,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 02 03 09 04 FE 00 96 4B
2,FS,409,0:09.708.147,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,410,0:09.708.160,79.666 us,36 B,,02,00,   IN txn   [5 POLL],24 03 44 00 41 00 50 00 4C 00 69 00 6E 00 6B 00 20 00 43 00 4D 00 53 00…
2,FS,411,0:09.708.160,43.916 us,,,02,00,      [5 IN-NAK],
2,FS,412,0:09.708.208,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,413,0:09.708.211,26.083 us,39 B,,02,00,      DATA1 packet,4B 24 03 44 00 41 00 50 00 4C 00 69 00 6E 00 6B 00 20 00 43 00 4D 00 53…
2,FS,414,0:09.708.239,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,415,0:09.708.246,7.333 us,0 B,,02,00,   OUT txn,
2,FS,416,0:09.708.246,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,417,0:09.708.250,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,418,0:09.708.253,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,419,0:09.709.046,2.083 us,,,,,[1 SOF],[Frame: 531] 
0,FS,420,0:09.709.563,73.500 us,4 B,,02,00,Get String Descriptor,Index=0 Length=254
1,FS,421,0:09.709.563,12.750 us,8 B,,02,00,   SETUP txn,80 06 00 03 00 00 FE 00
2,FS,422,0:09.709.563,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,423,0:09.709.567,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 00 03 00 00 FE 00 D5 F4
2,FS,424,0:09.709.575,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,425,0:09.709.588,33.000 us,4 B,,02,00,   IN txn   [2 POLL],04 03 09 04
2,FS,426,0:09.709.588,18.083 us,,,02,00,      [2 IN-NAK],
2,FS,427,0:09.709.611,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,428,0:09.709.614,4.750 us,7 B,,02,00,      DATA1 packet,4B 04 03 09 04 09 78
2,FS,429,0:09.709.620,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,430,0:09.709.629,7.333 us,0 B,,02,00,   OUT txn,
2,FS,431,0:09.709.629,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,432,0:09.709.633,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,433,0:09.709.636,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,434,0:09.710.046,2.083 us,,,,,[1 SOF],[Frame: 532] 
0,FS,435,0:09.710.221,197.416 us,98 B,,02,00,Get String Descriptor,Index=3 Length=254
1,FS,436,0:09.710.221,12.750 us,8 B,,02,00,   SETUP txn,80 06 03 03 09 04 FE 00
2,FS,437,0:09.710.221,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,438,0:09.710.224,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 03 03 09 04 FE 00 97 9A
2,FS,439,0:09.710.233,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,440,0:09.710.246,89.333 us,64 B,,02,00,   IN txn   [4 POLL],62 03 39 00 39 00 30 00 30 00 30 00 30 00 30 00 30 00 33 00 31 00 33 00…
2,FS,441,0:09.710.246,35.083 us,,,02,00,      [4 IN-NAK],
2,FS,442,0:09.710.285,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,443,0:09.710.288,44.750 us,67 B,,02,00,      DATA1 packet,4B 62 03 39 00 39 00 30 00 30 00 30 00 30 00 30 00 30 00 33 00 31 00 33…
2,FS,444,0:09.710.334,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,445,0:09.710.340,64.500 us,34 B,,02,00,   IN txn   [4 POLL],32 00 30 00 30 00 30 00 30 00 30 00 30 00 30 00 30 00 39 00 37 00 39 00…
2,FS,446,0:09.710.340,30.166 us,,,02,00,      [4 IN-NAK],
2,FS,447,0:09.710.374,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,448,0:09.710.377,24.750 us,37 B,,02,00,      DATA0 packet,C3 32 00 30 00 30 00 30 00 30 00 30 00 30 00 30 00 30 00 39 00 37 00 39…
2,FS,449,0:09.710.403,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,450,0:09.710.411,7.333 us,0 B,,02,00,   OUT txn,
2,FS,451,0:09.710.411,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,452,0:09.710.414,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,453,0:09.710.418,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,454,0:09.711.046,3.002.416 ms,,,,,[4 SOF],[Frames: 533 - 536] 
0,FS,455,0:09.714.051,88.083 us,4 B,,02,00,Get String Descriptor,Index=0 Length=254
1,FS,456,0:09.714.051,12.750 us,8 B,,02,00,   SETUP txn,80 06 00 03 00 00 FE 00
2,FS,457,0:09.714.051,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,458,0:09.714.054,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 00 03 00 00 FE 00 D5 F4
2,FS,459,0:09.714.063,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,460,0:09.714.075,49.250 us,4 B,,02,00,   IN txn   [4 POLL],04 03 09 04
2,FS,461,0:09.714.075,34.750 us,,,02,00,      [4 IN-NAK],
2,FS,462,0:09.714.115,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,463,0:09.714.118,4.750 us,7 B,,02,00,      DATA1 packet,4B 04 03 09 04 09 78
2,FS,464,0:09.714.124,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,465,0:09.714.132,7.333 us,0 B,,02,00,   OUT txn,
2,FS,466,0:09.714.132,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,467,0:09.714.135,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,468,0:09.714.138,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,469,0:09.715.046,2.083 us,,,,,[1 SOF],[Frame: 537] 
0,FS,470,0:09.715.222,96.083 us,16 B,,02,00,Get String Descriptor,Index=7 Length=254
1,FS,471,0:09.715.222,12.750 us,8 B,,02,00,   SETUP txn,80 06 07 03 09 04 FE 00
2,FS,472,0:09.715.222,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,473,0:09.715.225,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 07 03 09 04 FE 00 96 1E
2,FS,474,0:09.715.234,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,475,0:09.715.247,57.083 us,16 B,,02,00,   IN txn   [4 POLL],10 03 55 00 53 00 42 00 5F 00 4D 00 53 00 43 00
2,FS,476,0:09.715.247,34.666 us,,,02,00,      [4 IN-NAK],
2,FS,477,0:09.715.286,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,478,0:09.715.289,12.750 us,19 B,,02,00,      DATA1 packet,4B 10 03 55 00 53 00 42 00 5F 00 4D 00 53 00 43 00 57 98
2,FS,479,0:09.715.303,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,480,0:09.715.311,7.250 us,0 B,,02,00,   OUT txn,
2,FS,481,0:09.715.311,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,482,0:09.715.314,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,483,0:09.715.317,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,484,0:09.716.046,4.002.583 ms,,,,,[5 SOF],[Frames: 538 - 542] 
0,FS,485,0:09.720.222,79.416 us,4 B,,02,00,Get String Descriptor,Index=0 Length=254
1,FS,486,0:09.720.222,12.750 us,8 B,,02,00,   SETUP txn,80 06 00 03 00 00 FE 00
2,FS,487,0:09.720.222,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,488,0:09.720.226,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 00 03 00 00 FE 00 D5 F4
2,FS,489,0:09.720.234,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,490,0:09.720.247,40.500 us,4 B,,02,00,   IN txn   [3 POLL],04 03 09 04
2,FS,491,0:09.720.247,26.166 us,,,02,00,      [3 IN-NAK],
2,FS,492,0:09.720.278,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,493,0:09.720.281,4.750 us,7 B,,02,00,      DATA1 packet,4B 04 03 09 04 09 78
2,FS,494,0:09.720.287,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,495,0:09.720.294,7.333 us,0 B,,02,00,   OUT txn,
2,FS,496,0:09.720.294,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,497,0:09.720.298,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,498,0:09.720.301,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,499,0:09.721.047,1.002.250 ms,,,,,[2 SOF],[Frames: 543 - 544] 
0,FS,500,0:09.722.137,90.750 us,20 B,,02,00,Get String Descriptor,Index=6 Length=254
1,FS,501,0:09.722.137,12.750 us,8 B,,02,00,   SETUP txn,80 06 06 03 09 04 FE 00
2,FS,502,0:09.722.137,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,503,0:09.722.140,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 06 03 09 04 FE 00 97 CF
2,FS,504,0:09.722.149,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,505,0:09.722.162,51.583 us,20 B,,02,00,   IN txn   [3 POLL],14 03 43 00 4D 00 53 00 49 00 53 00 2D 00 44 00 41 00 50 00
2,FS,506,0:09.722.162,26.500 us,,,02,00,      [3 IN-NAK],
2,FS,507,0:09.722.193,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,508,0:09.722.196,15.416 us,23 B,,02,00,      DATA1 packet,4B 14 03 43 00 4D 00 53 00 49 00 53 00 2D 00 44 00 41 00 50 00 E5 85
2,FS,509,0:09.722.213,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,510,0:09.722.220,7.333 us,0 B,,02,00,   OUT txn,
2,FS,511,0:09.722.220,2.166 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,512,0:09.722.224,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,513,0:09.722.227,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,514,0:09.723.047,2.083 us,,,,,[1 SOF],[Frame: 545] 
0,FS,515,0:09.723.652,94.833 us,4 B,,02,00,Get String Descriptor,Index=0 Length=254
1,FS,516,0:09.723.652,12.750 us,8 B,,02,00,   SETUP txn,80 06 00 03 00 00 FE 00
2,FS,517,0:09.723.652,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,518,0:09.723.655,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 00 03 00 00 FE 00 D5 F4
2,FS,519,0:09.723.664,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,520,0:09.723.683,46.666 us,4 B,,02,00,   IN txn   [3 POLL],04 03 09 04
2,FS,521,0:09.723.683,31.666 us,,,02,00,      [3 IN-NAK],
2,FS,522,0:09.723.719,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,523,0:09.723.723,4.750 us,7 B,,02,00,      DATA1 packet,4B 04 03 09 04 09 78
2,FS,524,0:09.723.729,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,525,0:09.723.739,7.250 us,0 B,,02,00,   OUT txn,
2,FS,526,0:09.723.739,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,527,0:09.723.742,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,528,0:09.723.746,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,529,0:09.724.047,2.083 us,,,,,[1 SOF],[Frame: 546] 
0,FS,530,0:09.724.137,108.666 us,34 B,,02,00,Get String Descriptor,Index=4 Length=254
1,FS,531,0:09.724.137,12.750 us,8 B,,02,00,   SETUP txn,80 06 04 03 09 04 FE 00
2,FS,532,0:09.724.137,2.083 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,533,0:09.724.140,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 04 03 09 04 FE 00 96 2D
2,FS,534,0:09.724.149,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,535,0:09.724.162,69.500 us,34 B,,02,00,   IN txn   [4 POLL],22 03 6D 00 62 00 65 00 64 00 20 00 53 00 65 00 72 00 69 00 61 00 6C 00…
2,FS,536,0:09.724.162,34.916 us,,,02,00,      [4 IN-NAK],
2,FS,537,0:09.724.201,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,538,0:09.724.204,24.933 us,37 B,,02,00,      DATA1 packet,4B 22 03 6D 00 62 00 65 00 64 00 20 00 53 00 65 00 72 00 69 00 61 00 6C…
2,FS,539,0:09.724.230,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,540,0:09.724.238,7.333 us,0 B,,02,00,   OUT txn,
2,FS,541,0:09.724.238,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,542,0:09.724.241,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,543,0:09.724.245,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,544,0:09.725.047,2.083 us,,,,,[1 SOF],[Frame: 547] 
0,FS,545,0:09.725.394,82.500 us,4 B,,02,00,Get String Descriptor,Index=0 Length=254
1,FS,546,0:09.725.394,12.833 us,8 B,,02,00,   SETUP txn,80 06 00 03 00 00 FE 00
2,FS,547,0:09.725.394,2.166 us,3 B,,02,00,      SETUP packet,2D 02 A8
2,FS,548,0:09.725.397,7.516 us,11 B,,02,00,      DATA0 packet,C3 80 06 00 03 00 00 FE 00 D5 F4
2,FS,549,0:09.725.406,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,550,0:09.725.418,40.833 us,4 B,,02,00,   IN txn   [3 POLL],04 03 09 04
2,FS,551,0:09.725.418,26.500 us,,,02,00,      [3 IN-NAK],
2,FS,552,0:09.725.449,2.083 us,3 B,,02,00,      IN packet,69 02 A8
2,FS,553,0:09.725.453,4.750 us,7 B,,02,00,      DATA1 packet,4B 04 03 09 04 09 78
2,FS,554,0:09.725.459,750 ns,1 B,,02,00,      ACK packet,D2
1,FS,555,0:09.725.469,7.333 us,0 B,,02,00,   OUT txn,
2,FS,556,0:09.725.469,2.083 us,3 B,,02,00,      OUT packet,E1 02 A8
2,FS,557,0:09.725.472,2.083 us,3 B,,02,00,      DATA1 packet,4B 00 00
2,FS,558,0:09.725.476,750 ns,1 B,,02,00,      ACK packet,D2
0,FS,559,0:09.726.048,2.083 us,,,,,[1 SOF],[Frame: 548] 
0,FS,560,0:09.726.137,108.333 us,34 B,,02,00,Get String Descriptor,Index=5 Length=254
1,FS,561,0:09.726.137,12.833 us,8 B,,02,00,   SETUP txn,80 06 05 03 09 04 FE 00
